id;river_km_id;datetime;water_perc;ice_perc;other_perc;cloud_perc;nd_perc;qc;source
110;117263;2022-08-22T18:35:12;99;1;0;0;0;2;Sentinel-1 Sentinel-2
111;117263;2022-08-25T18:59:50;98;2;0;0;0;2;Sentinel-1 Sentinel-2
112;117263;2022-08-27T18:43:30;100;0;0;0;0;0;Sentinel-1 Sentinel-2
113;117263;2022-08-29T12:53:50;0;0;0;99;1;0;Sentinel-2
114;117263;2022-09-01T18:51:44;99;1;0;0;0;2;Sentinel-1 Sentinel-2
115;117263;2022-09-03T18:35:12;97;1;1;0;1;0;Sentinel-1 Sentinel-2
116;117263;2022-09-05T13:33:53;100;0;0;0;0;0;Sentinel-2
117;117263;2022-09-06T18:59:51;98;1;0;0;1;2;Sentinel-1 Sentinel-2
118;117263;2022-09-08T18:43:32;100;0;0;0;0;0;Sentinel-1 Sentinel-2
119;117263;2022-09-13T18:51:44;99;1;0;0;0;2;Sentinel-1 Sentinel-2
120;117263;2022-09-15T18:35:12;100;0;0;0;0;0;Sentinel-1 Sentinel-2
121;117263;2022-09-16T13:04:15;100;0;0;0;0;0;Sentinel-1 Sentinel-2
122;117263;2022-09-18T18:59:51;99;1;1;0;-1;0;Sentinel-1 Sentinel-2
123;117263;2022-09-20T18:43:30;98;1;0;0;1;2;Sentinel-1 Sentinel-2
124;117263;2022-09-23T13:43:21;80;0;1;18;1;0;Sentinel-2
125;117263;2022-09-25T18:51:44;89;8;3;0;0;2;Sentinel-1 Sentinel-2
126;117263;2022-09-26T13:04:17;97;0;0;2;1;0;Sentinel-2
127;117263;2022-09-27T18:35:14;98;1;0;0;1;2;Sentinel-1 Sentinel-2
128;117263;2022-09-28T12:54:12;0;0;0;99;1;0;Sentinel-1 Sentinel-2
129;117263;2022-09-30T18:59:51;98;2;0;0;0;2;Sentinel-1 Sentinel-2
130;117263;2022-10-02T18:43:32;98;2;0;0;0;2;Sentinel-1 Sentinel-2
131;117263;2022-10-05T13:33:59;27;1;23;49;0;0;Sentinel-2
132;117263;2022-10-06T13:04:17;0;0;0;99;1;0;Sentinel-2
133;117263;2022-10-07T18:51:44;99;1;0;0;0;2;Sentinel-1 Sentinel-2
134;117263;2022-10-09T18:35:14;38;62;0;0;0;2;Sentinel-1 Sentinel-2
135;117263;2022-10-10T13:33:39;3;4;20;73;0;0;Sentinel-1 Sentinel-2
136;117263;2022-10-12T18:59:51;98;2;0;0;0;2;Sentinel-1 Sentinel-2
137;117263;2022-10-13T12:54:18;85;1;0;14;0;0;Sentinel-2
138;117263;2022-10-14T18:43:32;99;1;0;0;0;2;Sentinel-1 Sentinel-2
139;117263;2022-10-16T13:04:14;0;0;0;99;1;0;Sentinel-2
140;117263;2022-10-18T12:54:08;99;1;0;0;0;0;Sentinel-2
141;117263;2022-10-19T18:51:44;99;1;0;0;0;2;Sentinel-1 Sentinel-2
142;117263;2022-10-20T13:33:51;0;0;0;100;0;0;Sentinel-2
143;117263;2022-10-21T18:35:14;88;1;10;0;1;1;Sentinel-1 Sentinel-2
144;117263;2022-10-23T13:43:19;15;0;0;85;0;0;Sentinel-2
145;117263;2022-10-24T18:59:51;98;1;0;0;1;2;Sentinel-1 Sentinel-2
146;117263;2022-10-26T18:43:32;98;1;1;0;0;2;Sentinel-1 Sentinel-2
147;117263;2022-10-28T12:54:12;98;1;0;0;1;1;Sentinel-2
148;117263;2022-10-30T12:43:56;0;12;6;81;1;0;Sentinel-2
149;117263;2022-10-31T18:51:44;98;1;0;0;1;2;Sentinel-1 Sentinel-2
150;117263;2022-11-02T18:35:12;99;1;0;0;0;2;Sentinel-1 Sentinel-2
151;117263;2022-11-04T13:33:44;2;1;7;89;1;0;Sentinel-2
152;117263;2022-11-05T18:59:51;96;3;0;0;1;2;Sentinel-1 Sentinel-2
153;117263;2022-11-07T18:43:32;97;2;0;0;1;2;Sentinel-1
154;117263;2022-11-09T12:43:51;0;68;6;25;1;1;Sentinel-2
155;117263;2022-11-12T18:51:44;98;1;0;0;1;2;Sentinel-1 Sentinel-2
156;117263;2022-11-14T18:35:12;99;1;0;0;0;2;Sentinel-1
157;117263;2022-11-17T18:59:51;93;7;0;0;0;2;Sentinel-1 Sentinel-2
158;117263;2022-11-19T18:43:32;99;1;0;0;0;2;Sentinel-1
159;117263;2022-11-24T07:34:29;98;2;0;0;0;2;Sentinel-1
160;117263;2022-11-26T18:35:12;99;1;0;0;0;2;Sentinel-1
161;117263;2022-11-29T07:42:38;99;1;0;0;0;2;Sentinel-1
162;117263;2022-12-01T18:43:31;99;1;0;0;0;2;Sentinel-1
163;117263;2022-12-06T07:34:28;99;1;0;0;0;2;Sentinel-1
164;117263;2022-12-08T18:35:13;97;2;0;0;1;2;Sentinel-1
165;117263;2022-12-11T07:42:37;97;2;0;0;1;2;Sentinel-1
166;117263;2022-12-13T18:43:31;99;1;0;0;0;2;Sentinel-1
167;117263;2022-12-18T07:34:27;99;1;0;0;0;2;Sentinel-1
168;117263;2022-12-20T18:35:12;75;25;0;0;0;2;Sentinel-1
169;117263;2022-12-23T07:42:37;91;8;0;0;1;2;Sentinel-1
170;117263;2022-12-25T18:43:30;93;7;0;0;0;2;Sentinel-1
171;117263;2022-12-30T07:34:26;98;2;0;0;0;2;Sentinel-1
